,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
16,2020-02-20,810520,COLD DRAWN SEAMLESS STAINLESS TUBES ,NTL NAIGAI TRANS USA INC,NTL NAIGAI TRANS USA INC,NAIGAI TRANS LINE LTD,401.0,PKG,-,0.0,Japan,United States,Los Angeles,401.0,PKG,-,-,Kobe,-,-,,-,0,-,"SMM COBALT CATHODE 5, 000KG LOT 91203 10DRUMS MADE IN JAPAN PO V11282 PALLET MARK CLEANTHROUGH KS 3053 MMC DIA SLURRY NO HEADWAY 159945 KOBELCO STEEL TUBE ASTM ASME SA789 S32750 ZE NET WEIGHT LBS OF PCS HEAT L36 02 10063599 TAG 19 030 TU1 VALEX CORP KGS GROSS LOS ANGELES CASE R4E 01 PART PILGER DF 115 KH00127 PPG USA 531855 POLYTAIL MATE IAL HZ 64 9352 BG UL ",,17955.0,"970 W. 190TH STREET SUITE# 580|TORRANCE, CA 90502 LAUREN NAPOLEON|IMPORT OPERATOR","9999 2120001085992 SUNRISE BUILDING. , 5TH FLOOR 6 - 8 , BINGO - MACHI 2 - CHOME CHUO - KU , OSAKA , 541 - 0051 J 54100   ","970 W. 190TH STREET SUITE# 580|TORRANCE, CA 90502 LAUREN NAPOLEON|IMPORT OPERATOR",USA T3+  Import
17,2020-04-29,810520,12 CARTONS PALLETS AMPERIT 422.711 CONIC RALYSI SICOAT 2231 DGTLV-511114001 INDEX H HS ,NORTH AMERICAN HOGANAS HIGH ALLOYS,Z To Order and NA,HOGANAS GERMANY GMBH,12.0,NOS,-,0.0,Germany,United States,New York,12.0,PCS,-,-,Germany Ports,-,-,SHKK276938302084,-,0,-,"422.711 CONICRALYSI GV 30KG P2 , 5A K40 LIEFERNR. H002376660 ",,404.0,"101 BRIDGE STREET JOHNSTOWN, CAMBRIA, PENNSYLVANIA, UNITED STATES  TELEX: 15902   ","IM SCHLEEKE 78-91 GOSLAR, GOSLAR,NIEDERSACHSEN, GERMANY  TELEX: 38642   ",,USA T3+  Import
18,2020-05-28,810520,METAL POWDER ,DAIDO STEEL AMERICA INC,DAIDO STEEL AMERICA INC,DAIDO KOGYO CO LTD,2.0,CAG,-,0.0,Japan,United States,Los Angeles,2.0,CAG,-,-,Japanese Port,-,-,NGTL6828967,-,0,-,TMS1177 ,,2100.0,"PERIMETER DRIVE SUITE 1175|SCHAUMBURG, IL 60173",9-7 MEIEKI-MINAMI 4-CHOME NAKAMURA-KU NAGOYA 450-0003 JAPAN,"PERIMETER DRIVE SUITE 1175|SCHAUMBURG, IL 60173",USA T3+  Import
19,2020-01-08,810520,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS SMM CATHODE FREIGHT COLLECT SEAWAY BILL HS CODE 810520 (MANIFEST ONLY) ,GREAT LUCK INC,GREAT LUCK INC,JAPAN TRUST CO LTD YOKOHAMA OFFIC,30.0,DRM,-,0.0,Japan,United States,Los Angeles,30.0,DRM,-,-,Kobe,-,-,,-,0,-,"SMM COBALT CATHODE 5, 000KG LOT90405(10DRUMS) MADE IN JAPAN PO NO.99513 // ",,15881.0,"TAX ID:9999+01-0730573|369 VAN NESS WAY SUITE 809|TORRANCE, CA 90501 U. S. A. |OCEAN IMPORT TEL:310-984-1340","9999 8180001036910 TORIUMI BLDG, 4F|3-32-16, TSURUYACHO KANAGAWA-KU YO|KOHAMA-SHI 221-0835 KANAG 460-0","TAX ID:9999+01-0730573|369 VAN NESS WAY SUITE 809|TORRANCE, CA 90501 U. S. A. |OCEAN IMPORT TEL:310-984-1340",USA T3+  Import
20,2020-06-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,37.074,TON,-,1189182.22,Netherlands,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
21,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,123.597,TON,-,3563421.35,Netherlands,United Kingdom,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
22,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.0,TON,-,53.93,Germany,Taiwan,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
23,2020-06-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.166,TON,-,8653.33,Netherlands,Luxembourg,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
24,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.14,TON,-,4003.37,Italy,Croatia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
25,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,4.5,TON,-,158135.96,Belgium,Hong Kong,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
26,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.04,TON,-,2573.03,Belgium,Singapore,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
27,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.021,TON,-,1086.52,Sweden,Brazil,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Sweden T1  Export
28,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,1.5,TON,-,49719.1,Italy,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
29,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,14.088,TON,-,448033.71,Netherlands,Austria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
30,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.006,TON,-,926.97,Germany,Bhutan,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
31,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.106,TON,-,28066.29,Germany,Greece,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
32,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.0,TON,-,26.97,Netherlands,Malta,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
33,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.509,TON,-,65251.69,Germany,Japan,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
34,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.172,TON,-,9128.09,Netherlands,Luxembourg,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
35,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,2.5,TON,-,119775.28,Belgium,Turkey,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
36,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.014,TON,-,1911.76,Germany,United Arab Emirates,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
37,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.627,TON,-,29039.33,Belgium,Spain,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
38,2020-07-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.311,TON,-,13673.03,Belgium,Czech Republic,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
39,2020-06-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.01,TON,-,3553.33,Romania,Bulgaria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Romania T1  Export
40,2020-06-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,5.092,TON,-,191308.89,Belgium,Japan,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
41,2020-06-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,112.76,TON,-,326520.0,Belgium,Canada,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
42,2020-06-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.638,TON,-,49533.33,Germany,Hungary,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
43,2020-06-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.2,TON,-,13621.11,Belgium,Russia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
44,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.052,TON,-,3300.0,Belgium,Bulgaria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
45,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.015,TON,-,1241.67,France,Hungary,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Export
46,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.426,TON,-,36952.38,Germany,Liechtenstein,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
47,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.001,TON,-,145.88,Sweden,Norway,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Sweden T1  Export
48,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,20.378,TON,-,1496443.53,Germany,United States,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
49,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.001,TON,-,52.94,Netherlands,Malta,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
50,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.057,TON,-,10397.65,Germany,Czech Republic,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
51,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.003,TON,-,480.0,Germany,Slovakia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
52,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.05,TON,-,3032.94,France,Ukraine,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Export
53,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.308,TON,-,60003.53,Poland,Ukraine,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Poland T1  Export
54,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.014,TON,-,3224.71,Germany,Denmark,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
55,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.01,TON,-,529.41,Austria,Russia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Austria T1  Export
56,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.014,TON,-,1784.71,Sweden,Denmark,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Sweden T1  Export
57,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,2.242,TON,-,100045.88,France,United States,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Export
58,2020-06-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.009,TON,-,1115.56,Greece,Cyprus,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Greece T1  Export
59,2020-06-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,107.67,TON,-,239060.0,Belgium,South Korea,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
60,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,10.43,TON,-,409233.33,Belgium,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
61,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.3,TON,-,41727.38,Germany,United States,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
62,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,3.029,TON,-,147388.1,Belgium,Sweden,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
63,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.825,TON,-,43729.76,Belgium,Switzerland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
64,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,4.059,TON,-,231598.81,Germany,China,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
65,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.01,TON,-,2380.95,Greece,Bulgaria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Greece T1  Export
66,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.14,TON,-,10201.19,Germany,Australia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
67,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,12.978,TON,-,401114.29,Belgium,United Kingdom,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
68,2020-09-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.001,TON,-,96.43,Greece,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Greece T1  Export
69,2020-08-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.452,TON,-,38880.0,Germany,Poland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
70,2020-10-01,81052000,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; UNWROUGHT COBALT; COBALT POWDERS,,,,0.05,TON,-,3911.76,France,Australia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Export
