,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,India,Ireland,Israel,Italy,Japan,Latvia,Lithuania,Luxembourg,Malta,Mexico,Namibia,Netherlands,Norway,Poland,Portugal,Romania,Russia,Samoa,Saudi Arabia,Serbia And Montenegro,Singapore,Slovakia,Slovenia,South Korea,Spain,Sweden,Switzerland,Taiwan,Tunisia,Turkey,United Kingdom,United States,Uzbekistan,Venezuela,Vietnam,median_commodity_price,median_petroleum_price
France,0.6322454436325838,0.5886985668169926,,0.3941747502579711,,,0.7276879099861845,,0.5878485094286854,,0.09485489047611836,0.5650461117764947,,,1.0,0.6962446524323976,0.53495510646056,,0.5703518254720301,-0.37301575765872064,,0.6334325580751262,0.48500754634181814,0.31198732333512763,,,0.47495085351329985,,,,0.7133138278136177,,0.3144975737598606,,,0.19095487030878944,,,,,0.6734363928847475,0.5714133113874962,,0.6589408878533428,-0.08129282653977601,0.4398186312335886,-0.09589177040157486,,-0.6737825141793424,-0.05326283048990189,0.4431405577434334,,,,-0.016080609856900782,0.11783084426418863
Germany,0.39011256291912505,0.8075051527742977,,0.43216489129331903,,,0.38512133566613754,,0.7042521266073247,,0.29626473472889725,0.5088788212562271,,,0.6962446524323976,1.0,0.23576416837872183,,0.5136571309818146,-0.5559518531610753,,0.3684268936270154,0.6831100515247318,0.2985357684338752,,,0.23101532021901874,,,,0.9191131036065803,,0.4703733487321569,,,0.01991270707957639,,,,,0.36218843258180455,0.7435104123396219,,0.8184159996881165,-0.33119747759787266,0.3960993305926969,-0.3759192980173121,,-0.8821779232882898,-0.2949164867577827,0.45200919752617547,,,,0.15608537997473182,0.25082460561653364
Greece,0.18806713802116365,0.10267351727228291,,-0.3608154248688695,,,0.4939473924956605,,0.28281466612979395,,-0.32602848905013754,0.8007053342260588,,,0.53495510646056,0.23576416837872183,1.0,,0.8082238591204871,-0.26429321491009067,,0.4701783239310428,-0.0775134282114199,-0.3592106040535498,,,0.6020395443018887,,,,0.26479654030695204,,-0.27588633375900495,,,0.6551244396405099,,,,,0.521505376344086,0.2349999389177932,,0.23971153443294124,0.6802106785137816,-0.29329423004270655,0.6447856414332249,,-0.18421250024755495,0.6932677369088798,-0.3608154248688696,,,,-0.5392975412914253,-0.4806815864024754
Hong Kong,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,0.2068372363246756,0.3493489697347402,,-0.2790187866867035,,,0.5103431794113684,,0.5153385008824815,,-0.15569394018407337,0.9906974722292783,,,0.5703518254720301,0.5136571309818146,0.8082238591204871,,1.0,-0.7138840789161119,,0.4759712938469837,0.12787451947743023,-0.2777777777777778,,,0.5692099788303082,,,,0.5103431794113684,,-0.111594836128285,,,0.570925331725996,,,,,0.5388159060803247,0.5119921115897169,,0.5586937697197808,0.5497624996033735,-0.22680460581325723,0.5142720518840032,,-0.49757755267685055,0.5603155257282213,-0.2790187866867035,,,,-0.4354436585911641,-0.3756241132126741
India,-0.1712056582581273,-0.44311800918593947,,0.012811237822145433,,,-0.33141901773996046,,-0.42010887311453243,,0.015840952665521386,-0.7205873628704453,,,-0.37301575765872064,-0.5559518531610753,-0.26429321491009067,,-0.7138840789161119,1.0,,-0.14057371985670325,-0.26953395234504224,-0.025508512993528566,,,-0.16516158910431905,,,,-0.5241591557163914,,-0.11020180510075986,,,-0.1709183406257467,,,,,-0.18115872946888845,-0.6390407587452929,,-0.6510140294175596,-0.1443264622720161,0.13537948868448255,-0.14020199495782992,,0.6107736250970799,-0.11096783431249158,0.04483933237750901,,,,0.10050707597577052,0.021019662581071356
Ireland,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,0.5139708457462994,0.24998698560607152,,0.16089828409872703,,,0.7776452241125006,,0.5399706081377866,,0.1345273741253334,0.4704314266356701,,,0.6334325580751262,0.3684268936270154,0.4701783239310428,,0.4759712938469837,-0.14057371985670325,,1.0,0.18487622397541636,0.022883235281104985,,,0.6302829818170101,,,,0.37279738509514676,,0.17399375455114754,,,0.40572899165835236,,,,,0.8726794648720113,0.2081549054063558,,0.4062700223354862,0.22169362865181863,0.4614968591793972,0.15180988786668173,,-0.2939398547864195,0.14816339207967463,0.18158520633999195,,,,-0.20800421640291747,-0.09889116951367292
Italy,0.503795502165241,0.7681087282946654,,0.6402529894357136,,,0.14357175543878795,,0.4398735766501818,,0.41965611267430275,0.11939460211850461,,,0.48500754634181814,0.6831100515247318,-0.0775134282114199,,0.12787451947743023,-0.26953395234504224,,0.18487622397541636,1.0,0.6506845741101546,,,0.01273780419181968,,,,0.6493358939163364,,0.5915391100978484,,,-0.26829999901093166,,,,,0.23770784651502105,0.5777793267939192,,0.5393923649015302,-0.5202245544298431,0.6342853307421684,-0.5343818515347399,,-0.6184592071867135,-0.4513954952319119,0.7269539150884665,,,,0.303387591680597,0.4571517264986332
Japan,0.5459309747223409,0.47491915885617836,,0.8053571842945205,,,0.10468578039207557,,0.13654267972099937,,0.29641730919660125,-0.28038607704602214,,,0.31198732333512763,0.2985357684338752,-0.3592106040535498,,-0.2777777777777778,-0.025508512993528566,,0.022883235281104985,0.6506845741101546,1.0,,,-0.22379195748883915,,,,0.2966097111108808,,0.586251605180719,,,-0.5245681466713211,,,,,0.06447369816345767,0.4551040991908595,,0.353361871446699,-0.6531366448279395,0.6594780076723941,-0.5933908290969268,,-0.28891599832849385,-0.6225728063646904,0.8350751615747611,,,,0.5378584648453116,0.6241139111841354
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,0.23730722873983998,0.18981415059132417,,-0.1490467221146924,,,0.5451215976918329,,0.4327608660832386,,0.14904700648449073,0.5639148871948674,,,0.47495085351329985,0.23101532021901874,0.6020395443018887,,0.5692099788303082,-0.16516158910431905,,0.6302829818170101,0.01273780419181968,-0.22379195748883915,,,1.0,,,,0.2725607988459164,,-0.09154481827051436,,,0.6780371718708582,,,,,0.6645153460690658,0.1565092509440511,,0.23360292710706027,0.4037187213520686,0.08606629658238704,0.3809227122082068,,-0.21561729529434803,0.4232808366400098,-0.1514901110018185,,,,-0.31205254133440274,-0.26013427546142637
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,0.390894368049424,0.8087785827756193,,0.4359487939680882,,,0.4083601286173633,,0.7013319707025436,,0.3232469077341726,0.5055956978122957,,,0.7133138278136177,0.9191131036065803,0.26479654030695204,,0.5103431794113684,-0.5241591557163914,,0.37279738509514676,0.6493358939163364,0.2966097111108808,,,0.2725607988459164,,,,1.0,,0.47068874813657324,,,0.04136704029005744,,,,,0.3530620537426027,0.6806487026559488,,0.7937754641667174,-0.3082779164841566,0.3935438243619914,-0.36339955482584824,,-0.9092522398802677,-0.27183206085523887,0.44909297871084464,,,,0.12949843018398977,0.24601141205734925
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Poland,0.5344281646260369,0.5589525885198391,,0.7303823400364198,,,0.24958228993718648,,0.3501290270650397,,0.5475102049937373,-0.12258175953836441,,,0.3144975737598606,0.4703733487321569,-0.27588633375900495,,-0.111594836128285,-0.11020180510075986,,0.17399375455114754,0.5915391100978484,0.586251605180719,,,-0.09154481827051436,,,,0.47068874813657324,,1.0,,,-0.3279310528295183,,,,,0.035370042789616016,0.3612991263306838,,0.49511122685290104,-0.5629824908366771,0.6136984615257945,-0.588962710162619,,-0.4455021303766812,-0.658386420588569,0.7144052263481232,,,,0.48305364573293996,0.5875260396621481
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Russia,-0.02398675048289683,-0.09972608821697075,,-0.4117263704965801,,,0.31115208565999725,,0.18706567821267495,,-0.13535464018114557,0.5656142829726064,,,0.19095487030878944,0.01991270707957639,0.6551244396405099,,0.570925331725996,-0.1709183406257467,,0.40572899165835236,-0.26829999901093166,-0.5245681466713211,,,0.6780371718708582,,,,0.04136704029005744,,-0.3279310528295183,,,1.0,,,,,0.37408554959182744,-0.0018043781861139029,,0.08072758924833973,0.6723089388730208,-0.3194049538669302,0.6079252192796696,,0.018327718020738074,0.6259738875619911,-0.4975026976833677,,,,-0.4399786370242363,-0.4986039723485325
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Serbia And Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Slovakia,0.4527542211620607,0.27037359548367834,,0.05088422658407135,,,0.7298878995640344,,0.5313487666680978,,0.05529138118394145,0.5338035561507058,,,0.6734363928847475,0.36218843258180455,0.521505376344086,,0.5388159060803247,-0.18115872946888845,,0.8726794648720113,0.23770784651502105,0.06447369816345767,,,0.6645153460690658,,,,0.3530620537426027,,0.035370042789616016,,,0.37408554959182744,,,,,1.0,0.30652165945799115,,0.3753622477166987,0.22307984617925095,0.41550015922716765,0.23446750597571817,,-0.27156208956681815,0.26090721281516976,0.14108808280128876,,,,-0.25487927616590056,-0.10456932756825782
Slovenia,0.29949570378135315,0.7008213463277667,,0.29450193816978615,,,0.2645175052975725,,0.5879603596133247,,0.16486318856562682,0.5072292907532631,,,0.5714133113874962,0.7435104123396219,0.2349999389177932,,0.5119921115897169,-0.6390407587452929,,0.2081549054063558,0.5777793267939192,0.4551040991908595,,,0.1565092509440511,,,,0.6806487026559488,,0.3612991263306838,,,-0.0018043781861139029,,,,,0.30652165945799115,1.0,,0.7521971483426045,-0.1806993984978784,0.20901990428748532,-0.14853002930935072,,-0.6459291759789875,-0.14520941106343047,0.29230416251180263,,,,0.1459559594235986,0.2147535175580119
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Spain,0.4875131613402598,0.695547312697626,,0.4652599262274915,,,0.5051298408333657,,0.6327051967120961,,0.2036245258974659,0.5534965054116333,,,0.6589408878533428,0.8184159996881165,0.23971153443294124,,0.5586937697197808,-0.6510140294175596,,0.4062700223354862,0.5393923649015302,0.353361871446699,,,0.23360292710706027,,,,0.7937754641667174,,0.49511122685290104,,,0.08072758924833973,,,,,0.3753622477166987,0.7521971483426045,,1.0,-0.20097396071309684,0.3294572325502057,-0.23943382610716699,,-0.7909362843686505,-0.23574978260986257,0.4053037501672478,,,,0.16101963049594314,0.19062179039266505
Sweden,-0.17945073377099438,-0.40506981252522095,,-0.7433712410097311,,,0.1316242789482916,,-0.12941493763357168,,-0.4688254596503483,0.5446483186835117,,,-0.08129282653977601,-0.33119747759787266,0.6802106785137816,,0.5497624996033735,-0.1443264622720161,,0.22169362865181863,-0.5202245544298431,-0.6531366448279395,,,0.4037187213520686,,,,-0.3082779164841566,,-0.5629824908366771,,,0.6723089388730208,,,,,0.22307984617925095,-0.1806993984978784,,-0.20097396071309684,1.0,-0.6733188018726521,0.9388002510058395,,0.3829692707486165,0.9279243606640217,-0.7905694150420949,,,,-0.6527268719104509,-0.7021137747297409
Switzerland,0.5778927387908226,0.4641669167426181,,0.7815905912581229,,,0.3935438243619914,,0.39739589488035676,,0.5287184836172161,-0.228934273247815,,,0.4398186312335886,0.3960993305926969,-0.29329423004270655,,-0.22680460581325723,0.13537948868448255,,0.4614968591793972,0.6342853307421684,0.6594780076723941,,,0.08606629658238704,,,,0.3935438243619914,,0.6136984615257945,,,-0.3194049538669302,,,,,0.41550015922716765,0.20901990428748532,,0.3294572325502057,-0.6733188018726521,1.0,-0.6540771372005375,,-0.4010281721779109,-0.6523549953116977,0.851688402133291,,,,0.41692615916182957,0.554608245841818
Taiwan,-0.1864042659603021,-0.39688618174398643,,-0.7565146951107005,,,0.11103875286345362,,-0.12231885612168918,,-0.47054560308847077,0.5290837149873248,,,-0.09589177040157486,-0.3759192980173121,0.6447856414332249,,0.5142720518840032,-0.14020199495782992,,0.15180988786668173,-0.5343818515347399,-0.5933908290969268,,,0.3809227122082068,,,,-0.36339955482584824,,-0.588962710162619,,,0.6079252192796696,,,,,0.23446750597571817,-0.14853002930935072,,-0.23943382610716699,0.9388002510058395,-0.6540771372005375,1.0,,0.426885858430903,0.9383496441045378,-0.7679770389760141,,,,-0.6574959163384906,-0.6619889547851575
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Turkey,-0.35294915224947804,-0.7729594850386055,,-0.45540139089685233,,,-0.38827528081373597,,-0.6352620264941718,,-0.314672825360385,-0.5022497448764012,,,-0.6737825141793424,-0.8821779232882898,-0.18421250024755495,,-0.49757755267685055,0.6107736250970799,,-0.2939398547864195,-0.6184592071867135,-0.28891599832849385,,,-0.21561729529434803,,,,-0.9092522398802677,,-0.4455021303766812,,,0.018327718020738074,,,,,-0.27156208956681815,-0.6459291759789875,,-0.7909362843686505,0.3829692707486165,-0.4010281721779109,0.426885858430903,,1.0,0.3543463504495624,-0.4576337506561506,,,,-0.17757742905073687,-0.2751078727110156
United Kingdom,-0.23903161179858046,-0.3345471137112026,,-0.7889084165128417,,,0.07060573009226985,,-0.10338040405492431,,-0.4461020383650204,0.5551031749897679,,,-0.05326283048990189,-0.2949164867577827,0.6932677369088798,,0.5603155257282213,-0.11096783431249158,,0.14816339207967463,-0.4513954952319119,-0.6225728063646904,,,0.4232808366400098,,,,-0.27183206085523887,,-0.658386420588569,,,0.6259738875619911,,,,,0.26090721281516976,-0.14520941106343047,,-0.23574978260986257,0.9279243606640217,-0.6523549953116977,0.9383496441045378,,0.3543463504495624,1.0,-0.7768823735781947,,,,-0.6757881248782974,-0.7190990767757676
United States,0.6629883117581287,0.5455051294524201,,0.9402985074626867,,,0.26507439231225466,,0.27651754470995127,,0.42077530865485496,-0.2816387388764124,,,0.4431405577434334,0.45200919752617547,-0.3608154248688696,,-0.2790187866867035,0.04483933237750901,,0.18158520633999195,0.7269539150884665,0.8350751615747611,,,-0.1514901110018185,,,,0.44909297871084464,,0.7144052263481232,,,-0.4975026976833677,,,,,0.14108808280128876,0.29230416251180263,,0.4053037501672478,-0.7905694150420949,0.851688402133291,-0.7679770389760141,,-0.4576337506561506,-0.7768823735781947,1.0,,,,0.5293690512631806,0.6551998922765003
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
median_commodity_price,0.1902562472073934,0.23370444273800792,,0.6077940958947629,,,-0.12630093808068138,,0.01775834319862366,,0.3663375065235981,-0.4490187323927317,,,-0.016080609856900782,0.15608537997473182,-0.5392975412914253,,-0.4354436585911641,0.10050707597577052,,-0.20800421640291747,0.303387591680597,0.5378584648453116,,,-0.31205254133440274,,,,0.12949843018398977,,0.48305364573293996,,,-0.4399786370242363,,,,,-0.25487927616590056,0.1459559594235986,,0.16101963049594314,-0.6527268719104509,0.41692615916182957,-0.6574959163384906,,-0.17757742905073687,-0.6757881248782974,0.5293690512631806,,,,1.0,0.6687849607638556
median_petroleum_price,0.29007429886825725,0.36074642218374575,,0.6247254786822446,,,0.003194953403342198,,0.0645245224661103,,0.41090530472566145,-0.3696723981320499,,,0.11783084426418863,0.25082460561653364,-0.4806815864024754,,-0.3756241132126741,0.021019662581071356,,-0.09889116951367292,0.4571517264986332,0.6241139111841354,,,-0.26013427546142637,,,,0.24601141205734925,,0.5875260396621481,,,-0.4986039723485325,,,,,-0.10456932756825782,0.2147535175580119,,0.19062179039266505,-0.7021137747297409,0.554608245841818,-0.6619889547851575,,-0.2751078727110156,-0.7190990767757676,0.6551998922765003,,,,0.6687849607638556,1.0
